Date,Pu_Id,Pu_Title,total_input,total_output,ontime_output,Hourly_AHT,AHT_Target,AHT_Ratio,Productivity,SLA
2026-03-01 23:00:00,543211,TR_Category_A_1,1647,1652,1420,42,45,0.9333333333333333,85.71428571428571,0.86
2026-03-01 00:00:00,246069,TR_Category_A_2,1031,1032,1032,35,55,0.6363636363636364,102.85714285714286,1.0
2026-03-01 01:00:00,246069,TR_Category_A_2,934,936,936,47,55,0.8545454545454545,76.59574468085107,1.0
2026-03-01 02:00:00,246069,TR_Category_A_2,883,887,887,36,55,0.6545454545454545,100.0,1.0
2026-03-01 03:00:00,246069,TR_Category_A_2,853,855,832,37,55,0.6727272727272727,97.29729729729729,0.97
2026-03-01 04:00:00,246069,TR_Category_A_2,612,614,614,35,55,0.6363636363636364,102.85714285714286,1.0
2026-03-01 05:00:00,246069,TR_Category_A_2,378,379,356,37,55,0.6727272727272727,97.29729729729729,0.94
2026-03-01 06:00:00,246069,TR_Category_A_2,324,321,305,42,55,0.7636363636363637,85.71428571428571,0.95
2026-03-01 07:00:00,246069,TR_Category_A_2,349,353,353,47,55,0.8545454545454545,76.59574468085107,1.0
2026-03-01 08:00:00,246069,TR_Category_A_2,321,320,287,47,55,0.8545454545454545,76.59574468085107,0.9
2026-03-01 09:00:00,246069,TR_Category_A_2,363,367,345,44,55,0.8,81.81818181818181,0.94
2026-03-01 10:00:00,246069,TR_Category_A_2,409,413,402,45,55,0.8181818181818182,80.0,0.97
2026-03-01 11:00:00,246069,TR_Category_A_2,476,480,435,38,55,0.6909090909090909,94.73684210526316,0.91
2026-03-01 12:00:00,246069,TR_Category_A_2,633,630,542,39,55,0.7090909090909091,92.3076923076923,0.86
2026-03-01 13:00:00,246069,TR_Category_A_2,622,620,572,36,55,0.6545454545454545,100.0,0.92
2026-03-01 14:00:00,246069,TR_Category_A_2,864,868,868,39,55,0.7090909090909091,92.3076923076923,1.0
2026-03-01 15:00:00,246069,TR_Category_A_2,955,954,942,49,55,0.8909090909090909,73.46938775510205,0.99
2026-03-01 16:00:00,246069,TR_Category_A_2,983,980,786,48,55,0.8727272727272727,75.0,0.8
2026-03-01 17:00:00,246069,TR_Category_A_2,1004,1008,986,44,55,0.8,81.81818181818181,0.98
2026-03-01 18:00:00,246069,TR_Category_A_2,1131,1135,924,35,55,0.6363636363636364,102.85714285714286,0.81
2026-03-01 19:00:00,246069,TR_Category_A_2,1159,1160,1085,41,55,0.7454545454545455,87.8048780487805,0.94
2026-03-01 20:00:00,246069,TR_Category_A_2,1160,1158,1035,48,55,0.8727272727272727,75.0,0.89
2026-03-01 21:00:00,246069,TR_Category_A_2,1391,1386,1194,40,55,0.7272727272727273,90.0,0.86
2026-03-01 22:00:00,246069,TR_Category_A_2,1422,1422,1189,47,55,0.8545454545454545,76.59574468085107,0.84
2026-03-01 23:00:00,246069,TR_Category_A_2,1208,1211,1120,43,55,0.7818181818181819,83.72093023255815,0.92
2026-03-01 00:00:00,922460,EN_Category_B_1,1199,1197,1156,43,45,0.9555555555555556,83.72093023255815,0.97
2026-03-01 01:00:00,922460,EN_Category_B_1,1185,1189,1189,42,45,0.9333333333333333,85.71428571428571,1.0
2026-03-01 02:00:00,922460,EN_Category_B_1,1078,1082,1045,35,45,0.7777777777777778,102.85714285714286,0.97
2026-03-01 03:00:00,922460,EN_Category_B_1,1031,1028,877,37,45,0.8222222222222222,97.29729729729729,0.85
2026-03-01 04:00:00,922460,EN_Category_B_1,793,796,796,33,45,0.7333333333333333,109.0909090909091,1.0
2026-03-01 05:00:00,922460,EN_Category_B_1,478,473,440,36,45,0.8,100.0,0.93
2026-03-01 06:00:00,922460,EN_Category_B_1,455,458,407,31,45,0.6888888888888889,116.12903225806451,0.89
2026-03-01 07:00:00,922460,EN_Category_B_1,394,390,347,36,45,0.8,100.0,0.89
2026-03-01 08:00:00,922460,EN_Category_B_1,400,405,369,38,45,0.8444444444444444,94.73684210526316,0.91
2026-03-01 09:00:00,922460,EN_Category_B_1,450,449,449,39,45,0.8666666666666667,92.3076923076923,1.0
2026-03-01 10:00:00,922460,EN_Category_B_1,478,478,434,34,45,0.7555555555555555,105.88235294117646,0.91
2026-03-01 11:00:00,922460,EN_Category_B_1,591,587,587,35,45,0.7777777777777778,102.85714285714286,1.0
2026-03-01 12:00:00,922460,EN_Category_B_1,693,693,693,33,45,0.7333333333333333,109.0909090909091,1.0
2026-03-01 13:00:00,922460,EN_Category_B_1,795,796,796,36,45,0.8,100.0,1.0
2026-03-01 14:00:00,922460,EN_Category_B_1,1027,1028,1028,40,45,0.8888888888888888,90.0,1.0
2026-03-01 15:00:00,922460,EN_Category_B_1,1190,1188,1188,37,45,0.8222222222222222,97.29729729729729,1.0
2026-03-01 16:00:00,922460,EN_Category_B_1,1161,1158,975,37,45,0.8222222222222222,97.29729729729729,0.84
2026-03-01 17:00:00,922460,EN_Category_B_1,1266,1266,1266,39,45,0.8666666666666667,92.3076923076923,1.0
2026-03-01 18:00:00,922460,EN_Category_B_1,1267,1270,1104,35,45,0.7777777777777778,102.85714285714286,0.87
2026-03-01 19:00:00,922460,EN_Category_B_1,1436,1432,1264,42,45,0.9333333333333333,85.71428571428571,0.88
2026-03-01 20:00:00,922460,EN_Category_B_1,1438,1440,1185,32,45,0.7111111111111111,112.5,0.82
2026-03-01 21:00:00,922460,EN_Category_B_1,1624,1626,1446,43,45,0.9555555555555556,83.72093023255815,0.89
2026-03-01 22:00:00,922460,EN_Category_B_1,1723,1722,1647,40,45,0.8888888888888888,90.0,0.96
2026-03-01 23:00:00,922460,EN_Category_B_1,1539,1536,1536,45,45,1.0,80.0,1.0
2026-03-01 00:00:00,915797,TR_Category_B_1,785,782,782,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-01 01:00:00,915797,TR_Category_B_1,782,778,717,18,35,0.5142857142857142,200.0,0.92
2026-03-01 02:00:00,915797,TR_Category_B_1,746,741,738,14,35,0.4,257.14285714285717,1.0
2026-03-01 03:00:00,915797,TR_Category_B_1,688,685,553,20,35,0.5714285714285714,180.0,0.81
2026-03-01 04:00:00,915797,TR_Category_B_1,448,447,447,13,35,0.37142857142857144,276.9230769230769,1.0
2026-03-01 05:00:00,915797,TR_Category_B_1,359,360,347,27,35,0.7714285714285715,133.33333333333334,0.96
2026-03-01 06:00:00,915797,TR_Category_B_1,271,267,267,17,35,0.4857142857142857,211.76470588235293,1.0
2026-03-01 07:00:00,915797,TR_Category_B_1,285,282,282,22,35,0.6285714285714286,163.63636363636363,1.0
2026-03-01 08:00:00,915797,TR_Category_B_1,280,277,263,24,35,0.6857142857142857,150.0,0.95
2026-03-01 09:00:00,915797,TR_Category_B_1,283,286,260,15,35,0.42857142857142855,240.0,0.91
2026-03-01 10:00:00,915797,TR_Category_B_1,335,339,339,21,35,0.6,171.42857142857142,1.0
2026-03-01 11:00:00,915797,TR_Category_B_1,436,438,376,23,35,0.6571428571428571,156.52173913043478,0.86
2026-03-01 12:00:00,915797,TR_Category_B_1,457,458,458,13,35,0.37142857142857144,276.9230769230769,1.0
2026-03-01 13:00:00,915797,TR_Category_B_1,577,576,576,18,35,0.5142857142857142,200.0,1.0
2026-03-01 14:00:00,915797,TR_Category_B_1,687,691,691,25,35,0.7142857142857143,144.0,1.0
2026-03-01 15:00:00,915797,TR_Category_B_1,795,795,678,25,35,0.7142857142857143,144.0,0.85
2026-03-01 16:00:00,915797,TR_Category_B_1,755,750,720,26,35,0.7428571428571429,138.46153846153845,0.96
2026-03-01 17:00:00,915797,TR_Category_B_1,839,838,838,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-01 18:00:00,915797,TR_Category_B_1,834,839,839,25,35,0.7142857142857143,144.0,1.0
2026-03-01 19:00:00,915797,TR_Category_B_1,939,941,870,19,35,0.5428571428571428,189.47368421052633,0.92
2026-03-01 20:00:00,915797,TR_Category_B_1,922,926,865,29,35,0.8285714285714286,124.13793103448276,0.93
2026-03-01 21:00:00,915797,TR_Category_B_1,1011,1012,920,15,35,0.42857142857142855,240.0,0.91
2026-03-01 22:00:00,915797,TR_Category_B_1,1092,1091,1091,18,35,0.5142857142857142,200.0,1.0
2026-03-01 23:00:00,915797,TR_Category_B_1,1022,1027,1027,21,35,0.6,171.42857142857142,1.0
2026-03-01 00:00:00,225399,EN_Category_C_1,1221,1221,1201,16,25,0.64,225.0,0.98
2026-03-01 01:00:00,225399,EN_Category_C_1,1148,1144,1144,28,25,1.12,128.57142857142858,1.0
2026-03-01 02:00:00,225399,EN_Category_C_1,1130,1130,1130,21,25,0.84,171.42857142857142,1.0
2026-03-01 03:00:00,225399,EN_Category_C_1,1049,1048,1031,23,25,0.92,156.52173913043478,0.98
2026-03-01 04:00:00,225399,EN_Category_C_1,753,750,750,24,25,0.96,150.0,1.0
2026-03-01 05:00:00,225399,EN_Category_C_1,457,456,443,19,25,0.76,189.47368421052633,0.97
2026-03-01 06:00:00,225399,EN_Category_C_1,439,440,440,19,25,0.76,189.47368421052633,1.0
2026-03-01 07:00:00,225399,EN_Category_C_1,416,420,340,21,25,0.84,171.42857142857142,0.81
2026-03-01 08:00:00,225399,EN_Category_C_1,467,470,470,14,25,0.56,257.14285714285717,1.0
2026-03-01 09:00:00,225399,EN_Category_C_1,521,521,521,27,25,1.08,133.33333333333334,1.0
2026-03-01 10:00:00,225399,EN_Category_C_1,477,480,480,14,25,0.56,257.14285714285717,1.0
2026-03-01 11:00:00,225399,EN_Category_C_1,638,643,555,24,25,0.96,150.0,0.86
2026-03-01 12:00:00,225399,EN_Category_C_1,672,669,661,15,25,0.6,240.0,0.99
2026-03-01 13:00:00,225399,EN_Category_C_1,835,835,835,24,25,0.96,150.0,1.0
2026-03-01 14:00:00,225399,EN_Category_C_1,956,957,957,12,25,0.48,300.0,1.0
2026-03-01 15:00:00,225399,EN_Category_C_1,1200,1196,1052,19,25,0.76,189.47368421052633,0.88
2026-03-01 16:00:00,225399,EN_Category_C_1,1175,1172,1084,23,25,0.92,156.52173913043478,0.92
2026-03-01 17:00:00,225399,EN_Category_C_1,1280,1282,1282,25,25,1.0,144.0,1.0
2026-03-01 18:00:00,225399,EN_Category_C_1,1316,1316,1316,24,25,0.96,150.0,1.0
2026-03-01 19:00:00,225399,EN_Category_C_1,1465,1461,1244,18,25,0.72,200.0,0.85
2026-03-01 20:00:00,225399,EN_Category_C_1,1441,1444,1225,24,25,0.96,150.0,0.85
2026-03-01 21:00:00,225399,EN_Category_C_1,1602,1600,1288,25,25,1.0,144.0,0.81
2026-03-01 22:00:00,225399,EN_Category_C_1,1726,1727,1727,18,25,0.72,200.0,1.0
2026-03-01 23:00:00,225399,EN_Category_C_1,1499,1495,1222,26,25,1.04,138.46153846153845,0.82
2026-03-01 00:00:00,857497,EN_Category_C_2,753,755,755,29,35,0.8285714285714286,124.13793103448276,1.0
2026-03-01 01:00:00,857497,EN_Category_C_2,705,707,707,33,35,0.9428571428571428,109.0909090909091,1.0
2026-03-01 02:00:00,857497,EN_Category_C_2,748,750,657,27,35,0.7714285714285715,133.33333333333334,0.88
2026-03-01 03:00:00,857497,EN_Category_C_2,622,621,621,35,35,1.0,102.85714285714286,1.0
2026-03-01 04:00:00,857497,EN_Category_C_2,479,475,475,27,35,0.7714285714285715,133.33333333333334,1.0
2026-03-01 05:00:00,857497,EN_Category_C_2,325,326,305,30,35,0.8571428571428571,120.0,0.94
2026-03-01 06:00:00,857497,EN_Category_C_2,287,284,284,31,35,0.8857142857142857,116.12903225806451,1.0
2026-03-01 07:00:00,857497,EN_Category_C_2,249,253,202,23,35,0.6571428571428571,156.52173913043478,0.8
2026-03-01 08:00:00,857497,EN_Category_C_2,302,299,299,22,35,0.6285714285714286,163.63636363636363,1.0
2026-03-01 09:00:00,857497,EN_Category_C_2,268,270,269,34,35,0.9714285714285714,105.88235294117646,1.0
2026-03-01 10:00:00,857497,EN_Category_C_2,292,290,290,24,35,0.6857142857142857,150.0,1.0
2026-03-01 11:00:00,857497,EN_Category_C_2,339,338,338,33,35,0.9428571428571428,109.0909090909091,1.0
2026-03-01 12:00:00,857497,EN_Category_C_2,451,455,425,23,35,0.6571428571428571,156.52173913043478,0.93
2026-03-01 13:00:00,857497,EN_Category_C_2,484,489,489,35,35,1.0,102.85714285714286,1.0
2026-03-01 14:00:00,857497,EN_Category_C_2,582,581,581,34,35,0.9714285714285714,105.88235294117646,1.0
2026-03-01 15:00:00,857497,EN_Category_C_2,712,709,709,28,35,0.8,128.57142857142858,1.0
2026-03-01 16:00:00,857497,EN_Category_C_2,783,778,708,29,35,0.8285714285714286,124.13793103448276,0.91
2026-03-01 17:00:00,857497,EN_Category_C_2,776,774,696,33,35,0.9428571428571428,109.0909090909091,0.9
2026-03-01 18:00:00,857497,EN_Category_C_2,799,798,798,33,35,0.9428571428571428,109.0909090909091,1.0
2026-03-01 19:00:00,857497,EN_Category_C_2,891,895,847,24,35,0.6857142857142857,150.0,0.95
2026-03-01 20:00:00,857497,EN_Category_C_2,930,929,929,34,35,0.9714285714285714,105.88235294117646,1.0
2026-03-01 21:00:00,857497,EN_Category_C_2,1054,1054,1054,28,35,0.8,128.57142857142858,1.0
2026-03-01 22:00:00,857497,EN_Category_C_2,1057,1061,1011,30,35,0.8571428571428571,120.0,0.95
2026-03-01 23:00:00,857497,EN_Category_C_2,926,922,922,35,35,1.0,102.85714285714286,1.0
2026-03-01 00:00:00,845195,EN_Category_C_3,639,642,642,35,35,1.0,102.85714285714286,1.0
2026-03-01 01:00:00,845195,EN_Category_C_3,627,625,618,25,35,0.7142857142857143,144.0,0.99
2026-03-01 02:00:00,845195,EN_Category_C_3,571,574,466,34,35,0.9714285714285714,105.88235294117646,0.81
2026-03-01 03:00:00,845195,EN_Category_C_3,544,549,511,33,35,0.9428571428571428,109.0909090909091,0.93
2026-03-01 04:00:00,845195,EN_Category_C_3,366,362,362,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-01 05:00:00,845195,EN_Category_C_3,252,257,231,35,35,1.0,102.85714285714286,0.9
2026-03-01 06:00:00,845195,EN_Category_C_3,225,222,195,33,35,0.9428571428571428,109.0909090909091,0.88
2026-03-01 07:00:00,845195,EN_Category_C_3,263,263,226,26,35,0.7428571428571429,138.46153846153845,0.86
2026-03-01 08:00:00,845195,EN_Category_C_3,286,290,290,30,35,0.8571428571428571,120.0,1.0
2026-03-01 09:00:00,845195,EN_Category_C_3,281,283,280,22,35,0.6285714285714286,163.63636363636363,0.99
2026-03-01 10:00:00,845195,EN_Category_C_3,294,292,292,36,35,1.0285714285714285,100.0,1.0
2026-03-01 11:00:00,845195,EN_Category_C_3,318,316,316,32,35,0.9142857142857143,112.5,1.0
2026-03-01 12:00:00,845195,EN_Category_C_3,404,408,408,37,35,1.0571428571428572,97.29729729729729,1.0
2026-03-01 13:00:00,845195,EN_Category_C_3,421,418,396,30,35,0.8571428571428571,120.0,0.95
2026-03-01 14:00:00,845195,EN_Category_C_3,491,492,423,31,35,0.8857142857142857,116.12903225806451,0.86
2026-03-01 15:00:00,845195,EN_Category_C_3,576,577,462,26,35,0.7428571428571429,138.46153846153845,0.8
2026-03-01 16:00:00,845195,EN_Category_C_3,593,593,593,36,35,1.0285714285714285,100.0,1.0
2026-03-01 17:00:00,845195,EN_Category_C_3,693,691,569,24,35,0.6857142857142857,150.0,0.82
2026-03-01 18:00:00,845195,EN_Category_C_3,667,663,639,33,35,0.9428571428571428,109.0909090909091,0.96
2026-03-01 19:00:00,845195,EN_Category_C_3,699,703,588,30,35,0.8571428571428571,120.0,0.84
2026-03-01 20:00:00,845195,EN_Category_C_3,775,774,774,36,35,1.0285714285714285,100.0,1.0
2026-03-01 21:00:00,845195,EN_Category_C_3,855,855,783,36,35,1.0285714285714285,100.0,0.92
2026-03-01 22:00:00,845195,EN_Category_C_3,865,861,775,33,35,0.9428571428571428,109.0909090909091,0.9
2026-03-01 23:00:00,845195,EN_Category_C_3,775,771,679,24,35,0.6857142857142857,150.0,0.88
2026-03-01 00:00:00,333694,TR_Category_C_1,1078,1081,1081,28,35,0.8,128.57142857142858,1.0
2026-03-01 01:00:00,333694,TR_Category_C_1,1115,1111,1111,35,35,1.0,102.85714285714286,1.0
2026-03-01 02:00:00,333694,TR_Category_C_1,1084,1084,1084,36,35,1.0285714285714285,100.0,1.0
2026-03-01 03:00:00,333694,TR_Category_C_1,928,928,749,26,35,0.7428571428571429,138.46153846153845,0.81
2026-03-01 04:00:00,333694,TR_Category_C_1,764,767,677,36,35,1.0285714285714285,100.0,0.88
2026-03-01 05:00:00,333694,TR_Category_C_1,526,527,437,34,35,0.9714285714285714,105.88235294117646,0.83
2026-03-01 06:00:00,333694,TR_Category_C_1,465,461,461,37,35,1.0571428571428572,97.29729729729729,1.0
2026-03-01 07:00:00,333694,TR_Category_C_1,434,436,436,36,35,1.0285714285714285,100.0,1.0
2026-03-01 08:00:00,333694,TR_Category_C_1,449,445,435,29,35,0.8285714285714286,124.13793103448276,0.98
2026-03-01 09:00:00,333694,TR_Category_C_1,472,468,468,27,35,0.7714285714285715,133.33333333333334,1.0
2026-03-01 10:00:00,333694,TR_Category_C_1,542,540,540,23,35,0.6571428571428571,156.52173913043478,1.0
2026-03-01 11:00:00,333694,TR_Category_C_1,580,585,496,37,35,1.0571428571428572,97.29729729729729,0.85
2026-03-01 12:00:00,333694,TR_Category_C_1,672,677,596,34,35,0.9714285714285714,105.88235294117646,0.88
2026-03-01 13:00:00,333694,TR_Category_C_1,714,710,595,31,35,0.8857142857142857,116.12903225806451,0.84
2026-03-01 14:00:00,333694,TR_Category_C_1,916,916,916,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-01 15:00:00,333694,TR_Category_C_1,1142,1140,1093,27,35,0.7714285714285715,133.33333333333334,0.96
2026-03-01 16:00:00,333694,TR_Category_C_1,1122,1122,1070,28,35,0.8,128.57142857142858,0.95
2026-03-01 17:00:00,333694,TR_Category_C_1,1160,1162,1162,27,35,0.7714285714285715,133.33333333333334,1.0
2026-03-01 18:00:00,333694,TR_Category_C_1,1193,1194,1137,31,35,0.8857142857142857,116.12903225806451,0.95
2026-03-01 19:00:00,333694,TR_Category_C_1,1341,1346,1346,31,35,0.8857142857142857,116.12903225806451,1.0
2026-03-01 20:00:00,333694,TR_Category_C_1,1347,1352,1213,22,35,0.6285714285714286,163.63636363636363,0.9
2026-03-01 21:00:00,333694,TR_Category_C_1,1587,1583,1561,37,35,1.0571428571428572,97.29729729729729,0.99
2026-03-01 22:00:00,333694,TR_Category_C_1,1599,1600,1564,29,35,0.8285714285714286,124.13793103448276,0.98
2026-03-01 23:00:00,333694,TR_Category_C_1,1463,1467,1467,25,35,0.7142857142857143,144.0,1.0
2026-03-01 00:00:00,646938,TR_Category_C_2,940,935,759,51,65,0.7846153846153846,70.58823529411765,0.81
2026-03-01 01:00:00,646938,TR_Category_C_2,798,801,770,54,65,0.8307692307692308,66.66666666666667,0.96
2026-03-01 02:00:00,646938,TR_Category_C_2,799,800,800,49,65,0.7538461538461538,73.46938775510205,1.0
2026-03-01 03:00:00,646938,TR_Category_C_2,761,764,764,48,65,0.7384615384615385,75.0,1.0
2026-03-01 04:00:00,646938,TR_Category_C_2,618,614,513,46,65,0.7076923076923077,78.26086956521739,0.84
2026-03-01 05:00:00,646938,TR_Category_C_2,329,332,324,58,65,0.8923076923076924,62.06896551724138,0.98
2026-03-01 06:00:00,646938,TR_Category_C_2,289,291,291,45,65,0.6923076923076923,80.0,1.0
2026-03-01 07:00:00,646938,TR_Category_C_2,373,370,370,43,65,0.6615384615384615,83.72093023255815,1.0
2026-03-01 08:00:00,646938,TR_Category_C_2,345,342,342,46,65,0.7076923076923077,78.26086956521739,1.0
